SCORE:,total_score,coordinate_constraint,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,res_type_constraint,rmsd,stability_pure,stability_score_full,stability_without_pssm,timer,yhh_planarity,description
SCORE:,-1257.762,10.837,0,-2737.282,487.509,-782.115,4.891,89.447,395.942,1629.313,-108.694,-92.336,-69.891,-199.536,-68.355,49.007,-89.767,1.094,47.331,174.687,0.156,lowest_energy_1819_0001,,,,,,
SCORE:,-1257.148,10.075,0,-2733.849,485.528,-782.55,4.956,89.343,393.923,1627.5,-108.849,-92.074,-68.123,-199.701,-67.044,49.324,-89.829,1.08,48.266,174.723,0.154,lowest_energy_0008_0001,,,,,,
SCORE:,-1254.772,10.139,0,-2730.389,483.985,-781.28,5.007,89.396,394.228,1624.989,-108.616,-92.044,-67.896,-199.612,-67.084,49.394,-89.604,1.064,48.23,175.167,0.153,lowest_energy_0808_0001,,,,,,
SCORE:,-1254.457,10.108,0,-2734.91,486.607,-781.43,4.96,89.369,395.057,1628.059,-108.568,-92.092,-67.984,-199.424,-67.436,49.253,-89.634,1.044,48.324,174.087,0.153,lowest_energy_1808_0001,,,,,,
SCORE:,-1253.76,10.594,0,-2736.096,487.471,-779.959,4.948,89.37,394.369,1628.985,-108.241,-92.001,-68.239,-199.416,-68.209,49.695,-89.305,1.137,47.974,173.008,0.154,lowest_energy_1818_0001,,,,,,
SCORE:,-1253.621,10.136,0,-2735.585,487.305,-781.856,4.951,89.282,395.471,1628.207,-108.41,-92.055,-68.013,-199.474,-67.484,49.456,-89.637,1.037,48.174,174.719,0.153,lowest_energy_0015_0001,,,,,,
SCORE:,-1253.594,10.302,0,-2735.975,487.503,-779.934,4.964,89.363,395.073,1626.432,-107.985,-92.052,-68.274,-199.16,-67.887,50.027,-89.404,1.098,47.881,174.28,0.153,lowest_energy_0001_0001,,,,,,
SCORE:,-1253.571,10.229,0,-2733.578,484.838,-782.157,4.997,89.335,395.618,1627.717,-108.589,-91.93,-67.919,-199.663,-67.141,49.459,-89.471,1.044,48.325,175.162,0.153,lowest_energy_0815_0001,,,,,,
SCORE:,-1253.538,10.076,0,-2734.754,487.502,-781.854,4.95,89.32,394.15,1629.607,-108.527,-92.108,-67.996,-199.53,-67.828,49.426,-89.564,1.033,48.321,174.083,0.153,lowest_energy_1815_0001,,,,,,
SCORE:,-1252.897,10.483,0,-2735.245,487.769,-781.191,4.94,89.548,394.634,1630.253,-108.056,-92.034,-68.193,-199.336,-68.192,49.596,-89.577,1.118,47.669,172.761,0.154,lowest_energy_0016_0001,,,,,,
SCORE:,-1252.685,10.29,0,-2736.118,488.737,-781.741,4.967,89.791,394.713,1631.364,-107.965,-91.981,-68.15,-199.348,-67.887,49.607,-89.75,1.071,47.95,171.611,0.153,lowest_energy_0012_0001,,,,,,
SCORE:,-1252.556,10.428,0,-2735.736,487.532,-779.652,4.96,89.375,394.477,1628.009,-107.91,-92.158,-68.139,-199.144,-67.976,50.039,-89.379,1.107,47.815,173.644,0.153,lowest_energy_0018_0001,,,,,,
SCORE:,-1252.503,10.336,0,-2736.464,487.623,-779.897,4.961,89.393,395.186,1628.265,-107.974,-92.111,-68.088,-199.092,-68.242,50.095,-89.346,1.091,47.964,173.644,0.153,lowest_energy_1801_0001,,,,,,
SCORE:,-1252.265,10.215,0,-2733.797,485.079,-780.945,5.005,89.789,395.486,1630.116,-108.723,-92.019,-67.884,-199.684,-67.446,49.388,-89.527,1.055,48.063,173.41,0.153,lowest_energy_0817_0001,,,,,,
SCORE:,-1252.238,10.283,0,-2733.523,486.754,-782.308,4.998,90.078,395.966,1631.442,-108.187,-92.196,-68.187,-199.414,-67.693,49.677,-89.739,1.066,47.811,170.781,0.153,lowest_energy_0814_0001,,,,,,
SCORE:,-1251.972,10.246,0,-2732.666,486.754,-780.594,5.014,89.831,394.26,1629.276,-108.059,-91.996,-68.131,-199.375,-67.895,49.673,-89.597,1.067,48.014,172.054,0.153,lowest_energy_0812_0001,,,,,,
SCORE:,-1251.845,11.01,0,-2729.055,483.93,-781.065,4.92,89.229,394.291,1626.572,-108.57,-91.942,-68.207,-199.523,-68.068,49.171,-89.773,1.047,47.714,176.317,0.156,lowest_energy_0701_0001,,,,,,
SCORE:,-1251.658,10.2,0,-2733.949,486.419,-780.809,4.943,89.281,394.734,1627.957,-108.668,-92.266,-68.171,-199.444,-67.123,49.254,-89.4,1.053,49.015,175.162,0.153,lowest_energy_1508_0001,,,,,,
SCORE:,-1251.647,10.298,0,-2735.759,489.273,-782.903,4.955,90.041,395.239,1633.392,-108.063,-92.035,-68.046,-199.245,-67.628,49.555,-89.905,1.041,47.653,170.337,0.153,lowest_energy_0014_0001,,,,,,
SCORE:,-1251.555,10.081,0,-2730.884,485.513,-781.378,4.947,89.15,394.184,1628.462,-108.156,-91.952,-68.029,-199.172,-67.185,49.403,-89.713,1.005,47.63,174.387,0.153,lowest_energy_0000_0001,,,,,,
SCORE:,-1251.503,10.012,0,-2735.929,487.784,-780.847,4.962,89.752,394.859,1631.406,-108.304,-92.179,-67.972,-199.343,-67.481,49.356,-89.651,1.027,47.925,172.967,0.153,lowest_energy_0017_0001,,,,,,
SCORE:,-1251.296,10.292,0,-2732.694,485.474,-781.227,4.937,89.482,394.402,1634.149,-107.929,-92.191,-68.063,-199.396,-67.945,49.564,-89.637,1.109,47.944,170.28,0.154,lowest_energy_1811_0001,,,,,,
SCORE:,-1251.283,10.892,0,-2734.668,487.065,-781.992,4.954,89.414,397.38,1627.926,-108.888,-91.976,-68.157,-199.483,-67.777,48.616,-89.904,1.044,47.709,176.408,0.155,lowest_energy_0919_0001,,,,,,
SCORE:,-1251.212,10.253,0,-2731.112,482.498,-780.875,4.984,89.182,395.063,1627.543,-108.165,-91.987,-68.178,-199.639,-67.372,49.515,-89.09,1.084,48.17,176.76,0.154,lowest_energy_0807_0001,,,,,,
SCORE:,-1251.134,10.911,0,-2729.015,483.519,-783.143,4.929,89.337,395.58,1629.508,-108.697,-91.88,-67.88,-199.633,-68.281,48.793,-89.311,1.01,47.707,175.256,0.154,lowest_energy_0619_0001,,,,,,
SCORE:,-1251.127,11.054,0,-2727.947,483.926,-781.174,4.914,89.266,393.629,1627.589,-108.519,-92.011,-68.132,-199.582,-68.426,49.226,-89.666,1.028,47.863,175.681,0.156,lowest_energy_0718_0001,,,,,,
SCORE:,-1251.105,10.137,0,-2733.211,487.924,-781.308,4.945,90.008,393.452,1633.787,-108.046,-92.163,-68.191,-199.116,-67.684,49.676,-89.883,1.061,47.652,169.701,0.153,lowest_energy_1814_0001,,,,,,
SCORE:,-1251.035,10.304,0,-2728.098,483.243,-782.779,4.928,89.269,393.617,1628.409,-109.054,-91.99,-68.051,-199.796,-67.263,49.276,-89.859,1.044,48.851,176.76,0.154,lowest_energy_0708_0001,,,,,,
SCORE:,-1251.011,10.266,0,-2734.653,487.603,-780.365,4.95,89.185,394.423,1627.529,-108.187,-92.132,-68.176,-199.378,-67.264,49.818,-89.701,1.079,48.035,175.805,0.153,lowest_energy_0915_0001,,,,,,
SCORE:,-1250.983,10.907,0,-2725.051,482.19,-780.739,4.925,89.139,397.307,1622.096,-108.482,-92.036,-67.934,-199.62,-67.599,49.425,-90.177,1.084,47.277,176.148,0.156,lowest_energy_0508_0001,,,,,,
SCORE:,-1250.908,11.421,0,-2726.341,484.492,-780.318,4.945,89.336,395.796,1620.698,-108.256,-91.841,-66.639,-199.53,-68.578,49.144,-89.669,1.11,47.461,175.705,0.156,lowest_energy_0501_0001,,,,,,
SCORE:,-1250.798,10.259,0,-2731.287,486.418,-780.714,5.006,89.612,394.459,1629.492,-108.682,-92.093,-68.001,-199.697,-67.518,49.402,-89.469,1.063,48.008,172.79,0.154,lowest_energy_0813_0001,,,,,,
SCORE:,-1250.756,10.694,0,-2725.108,484.91,-783.18,4.914,89.33,393.597,1632.267,-109.247,-91.916,-69.752,-199.787,-67.857,48.855,-89.516,1.026,48.313,171.544,0.155,lowest_energy_0612_0001,,,,,,
SCORE:,-1250.688,10.1,0,-2736.979,488.861,-780.282,4.962,89.439,395.666,1628.544,-108.062,-91.976,-68.216,-199.057,-67.844,49.785,-89.738,1.09,47.542,175.323,0.153,lowest_energy_0019_0001,,,,,,
SCORE:,-1250.68,10.639,0,-2734.149,488.407,-781.13,4.965,89.306,395.316,1628.12,-108.512,-92.144,-68.106,-199.731,-67.688,49.064,-89.386,1.078,48.39,174.73,0.154,lowest_energy_0918_0001,,,,,,
SCORE:,-1250.623,10.527,0,-2736.037,487.77,-780.362,4.933,89.52,394.861,1632.177,-107.851,-92.082,-68.124,-199.156,-68.154,49.737,-89.514,1.081,47.773,172.125,0.153,lowest_energy_1816_0001,,,,,,
SCORE:,-1250.472,10.291,0,-2734.763,486.236,-781.084,4.948,89.48,395.689,1628.486,-108.315,-92.101,-67.939,-199.45,-67.013,48.858,-89.717,1.06,48.947,175.762,0.154,lowest_energy_1915_0001,,,,,,
SCORE:,-1250.451,10.175,0,-2735.768,488.762,-781.233,4.969,89.851,395.302,1632.764,-108.026,-91.983,-67.903,-199.126,-68.169,49.666,-89.709,1.031,47.818,170.975,0.153,lowest_energy_1812_0001,,,,,,
SCORE:,-1250.39,10.135,0,-2732.285,487.144,-780.974,4.978,89.361,395.364,1625.794,-108.528,-92.121,-67.747,-199.458,-66.737,49.228,-89.647,1.08,48.062,175.809,0.153,lowest_energy_0908_0001,,,,,,
SCORE:,-1250.374,10.107,0,-2729.494,485.766,-783.537,4.987,89.951,394.88,1631.695,-108.484,-92.093,-67.939,-199.57,-67.169,49.407,-89.435,1.07,47.97,171.359,0.153,lowest_energy_0811_0001,,,,,,
SCORE:,-1250.315,10.12,0,-2731.243,485.75,-781.236,4.947,89.16,394.77,1629.679,-108.15,-91.947,-68.026,-199.171,-67.388,49.403,-89.64,1.005,47.75,173.75,0.153,lowest_energy_1800_0001,,,,,,
SCORE:,-1250.221,10.111,0,-2732.03,484.861,-780.539,4.941,89.148,394.077,1628.514,-108.043,-92.198,-68.173,-199.183,-67.428,49.627,-89.303,1.059,47.867,176.317,0.153,lowest_energy_0007_0001,,,,,,
SCORE:,-1250.218,10.046,0,-2736.686,488.08,-780.189,4.962,89.785,394.791,1633.541,-108.343,-92.268,-67.938,-199.315,-68.034,49.345,-89.578,1.04,48.06,172.331,0.153,lowest_energy_1817_0001,,,,,,
SCORE:,-1250.192,10.466,0,-2735.276,487.118,-780.6,4.938,89.709,394.24,1632.77,-108.241,-92.196,-68.172,-199.529,-67.848,49.755,-89.527,1.094,48.193,172.761,0.154,lowest_energy_1601_0001,,,,,,
SCORE:,-1250.059,10.408,0,-2733.199,486.891,-780.859,4.955,89.429,395.029,1630.508,-108.103,-92.294,-68.131,-199.523,-67.593,49.654,-89.511,1.098,48.221,172.807,0.154,lowest_energy_0910_0001,,,,,,
SCORE:,-1249.945,12.123,0,-2726.092,484.03,-782.363,4.904,89.58,397.882,1623.956,-107.975,-91.967,-67.453,-199.415,-68.895,48.801,-89.717,1.064,47.249,174.186,0.157,lowest_energy_0516_0001,,,,,,
SCORE:,-1249.731,10.197,0,-2729.393,484.33,-780.526,4.998,89.19,395.066,1627.151,-108.114,-91.93,-68.031,-199.191,-66.96,49.382,-89.548,1,47.664,174.83,0.153,lowest_energy_0800_0001,,,,,,
SCORE:,-1249.727,10.122,0,-2732.947,488.31,-783.47,4.946,89.937,394.971,1633.441,-108.262,-92.137,-67.91,-199.291,-67.24,49.283,-89.524,1.024,47.953,170.916,0.153,lowest_energy_0011_0001,,,,,,
SCORE:,-1249.718,10.555,0,-2727.86,483.545,-780.899,5.011,89.394,397.076,1623.63,-108.737,-92.022,-68.181,-199.494,-67.158,49.147,-89.234,1.072,48.474,175.809,0.154,lowest_energy_0809_0001,,,,,,
SCORE:,-1249.706,10.646,0,-2735.922,487.018,-780.906,4.93,89.707,394.667,1634.876,-108.349,-92.207,-68.203,-199.628,-68.001,49.534,-89.503,1.094,48.263,172.125,0.154,lowest_energy_1618_0001,,,,,,
SCORE:,-1249.593,10.313,0,-2731.536,486.274,-781.726,4.958,89.211,394.701,1629.318,-108.301,-92.135,-67.978,-199.318,-67.195,49.269,-89.15,1.024,48.312,174.214,0.153,lowest_energy_0006_0001,,,,,,
SCORE:,-1249.585,11.009,0,-2728.806,484.012,-781.437,4.922,89.249,394.921,1629.77,-108.511,-92.087,-68.121,-199.653,-67.969,49.503,-88.975,1.053,47.801,173.578,0.155,lowest_energy_0618_0001,,,,,,
SCORE:,-1249.517,10.161,0,-2723.728,485.641,-784.699,4.92,89.521,392.413,1634.869,-108.869,-92.148,-69.067,-199.763,-66.692,49.376,-89.674,1.058,48.181,168.829,0.154,lowest_energy_0314_0001,,,,,,
SCORE:,-1249.498,10.079,0,-2731.7,486.777,-781.829,4.947,89.177,394.326,1631.887,-108.151,-91.959,-68.023,-199.172,-67.3,49.403,-89.615,1.005,47.725,172.772,0.153,lowest_energy_0003_0001,,,,,,
SCORE:,-1249.486,11.515,0,-2727.284,484.302,-780.179,4.936,89.337,396.379,1622.711,-108.313,-92.014,-66.608,-199.635,-68.345,49.197,-89.531,1.105,47.716,175.068,0.157,lowest_energy_0518_0001,,,,,,
SCORE:,-1249.339,10.203,0,-2732.798,487.486,-781.627,4.947,89.901,395.816,1630.933,-108.344,-92.24,-67.865,-199.389,-67.43,49.258,-89.37,1.021,48.284,171.722,0.153,lowest_energy_0010_0001,,,,,,
SCORE:,-1249.316,10.69,0,-2728.62,484.164,-781.737,4.933,89.251,394.971,1628.106,-108.377,-91.943,-68.138,-199.723,-67.559,49.783,-88.842,1.076,48.282,174.214,0.154,lowest_energy_0601_0001,,,,,,
SCORE:,-1249.311,10.38,0,-2727.46,484.479,-780.866,4.936,89.195,394.099,1626.438,-108.431,-92.088,-68.111,-199.759,-67.699,49.781,-88.955,1.092,49.116,174.387,0.154,lowest_energy_0201_0001,,,,,,
SCORE:,-1249.268,10.738,0,-2734.023,487.625,-781.955,4.968,89.813,395.664,1631.508,-108.964,-91.688,-67.798,-199.33,-68.508,48.644,-89.505,1.043,48.538,173.804,0.156,lowest_energy_1916_0001,,,,,,
SCORE:,-1249.203,10.746,0,-2733.851,487.814,-780.408,4.931,89.233,395.06,1628.994,-108.236,-92.237,-68.234,-199.85,-67.752,49.084,-88.9,1.082,49.085,174.083,0.154,lowest_energy_1518_0001,,,,,,
SCORE:,-1249.192,10.057,0,-2733.266,487.227,-781.409,4.944,89.653,394.659,1632.432,-108.485,-92.091,-67.892,-199.254,-67.732,49.349,-89.837,1.01,48.084,173.204,0.153,lowest_energy_1608_0001,,,,,,
SCORE:,-1249.188,11.584,0,-2733.214,486.165,-780.388,4.942,89.743,395.396,1627.768,-109.498,-92.553,-66.859,-199.15,-68.938,49.292,-90.007,1.111,48.896,176.366,0.156,lowest_energy_1919_0001,,,,,,
SCORE:,-1249.133,10.3,0,-2726.732,483.63,-780.321,4.918,89.277,393.041,1630.951,-108.561,-91.931,-68.142,-199.718,-67.896,49.99,-89.665,1.076,47.421,173.074,0.153,lowest_energy_1700_0001,,,,,,
SCORE:,-1249.098,10.411,0,-2725.295,482.95,-780.962,4.913,89.18,393.01,1631.461,-108.482,-92.142,-68.024,-199.807,-67.969,49.882,-89.527,1.074,47.621,172.454,0.154,lowest_energy_1300_0001,,,,,,
SCORE:,-1249.063,10.179,0,-2732.621,485.558,-780.893,4.933,89.533,394.619,1633.229,-108.261,-92.124,-68.098,-199.212,-67.777,49.495,-89.86,1.026,47.86,173.2,0.153,lowest_energy_1615_0001,,,,,,
SCORE:,-1249.033,10.175,0,-2728.685,485.275,-781.512,4.991,89.931,395.097,1629.158,-108.353,-92.249,-67.861,-199.57,-67.214,49.342,-89.244,1.047,48.321,172.165,0.153,lowest_energy_0810_0001,,,,,,
SCORE:,-1248.86,10.153,0,-2725.982,482.559,-780.096,4.93,89.114,393.449,1626.37,-107.958,-92.04,-68.21,-199.405,-67.382,49.795,-89.312,1.074,49.099,174.83,0.153,lowest_energy_0208_0001,,,,,,
SCORE:,-1248.795,10.152,0,-2734.28,489.428,-780.355,4.968,89.576,395.064,1631.045,-108.348,-92.165,-67.807,-199.268,-67.98,49.36,-89.533,1.022,47.826,172.347,0.153,lowest_energy_0013_0001,,,,,,
SCORE:,-1248.756,10.507,0,-2732.837,488.767,-780.161,4.972,89.303,395.606,1625.215,-108.16,-92.292,-68.051,-199.31,-67.601,49.848,-89.322,1.1,48.142,175.366,0.153,lowest_energy_0901_0001,,,,,,
SCORE:,-1248.75,10.084,0,-2731.782,485.003,-780.535,4.941,89.188,394.268,1629.582,-107.998,-92.014,-67.99,-199.108,-67.668,49.6,-89.179,1.033,47.99,175.681,0.153,lowest_energy_1807_0001,,,,,,
SCORE:,-1248.714,10.178,0,-2726.115,482.781,-780.116,4.934,89.179,393.237,1629.418,-107.926,-92.098,-68.2,-199.416,-67.759,49.867,-89.57,1.081,48.442,173.215,0.153,lowest_energy_0308_0001,,,,,,
SCORE:,-1248.707,10.268,0,-2732.986,486.045,-779.971,4.937,89.164,394.987,1628.86,-108.273,-92.217,-68.163,-199.24,-67.267,49.305,-89.318,1.039,48.811,175.158,0.153,lowest_energy_1515_0001,,,,,,
SCORE:,-1248.691,10.652,0,-2731.073,483.94,-780.072,4.932,89.19,394.877,1628.827,-108.076,-92.11,-68.016,-199.439,-67.081,49.291,-89.764,1.078,48.571,175.429,0.153,lowest_energy_1900_0001,,,,,,
SCORE:,-1248.686,10.335,0,-2726.393,483.081,-780.196,4.991,89.228,394.144,1629.066,-108.33,-92.092,-68.167,-199.422,-67.089,49.457,-89.529,1.067,47.794,173.215,0.153,lowest_energy_0803_0001,,,,,,
SCORE:,-1248.664,10.314,0,-2733.433,488.671,-781.427,4.948,90.095,393.646,1635.724,-108.171,-91.969,-68.231,-199.247,-68.376,49.66,-89.927,1.04,47.772,170.092,0.153,lowest_energy_1612_0001,,,,,,
SCORE:,-1248.633,10.3,0,-2728.526,484.088,-781.434,5.003,89.243,395.652,1627.608,-108.45,-92.273,-67.926,-199.491,-66.947,49.272,-89.015,1.033,48.419,174.657,0.153,lowest_energy_0806_0001,,,,,,
SCORE:,-1248.612,10.409,0,-2727.96,484.88,-782.126,4.914,89.309,394.155,1635.28,-108.497,-91.887,-69.67,-199.687,-67.863,49.891,-89.79,1.051,47.366,171.459,0.154,lowest_energy_1703_0001,,,,,,
SCORE:,-1248.597,10.668,0,-2729.088,485.632,-782.754,4.882,89.46,394.615,1630.301,-108.408,-91.928,-69.662,-199.643,-66.947,49.485,-89.445,1.042,48.242,174.798,0.154,lowest_energy_0716_0001,,,,,,
SCORE:,-1248.561,10.12,0,-2731.153,485.472,-781.779,4.942,89.161,393.802,1632.625,-108.182,-92.005,-68.135,-199.228,-67.374,49.389,-89.069,1.013,48.464,173.224,0.153,lowest_energy_1802_0001,,,,,,
SCORE:,-1248.537,11.197,0,-2723,482.498,-781,4.95,89.216,396.287,1620.167,-108.739,-91.552,-66.487,-199.617,-68.199,49.231,-89.574,1.068,47.733,177.129,0.155,lowest_energy_0505_0001,,,,,,
SCORE:,-1248.428,10.157,0,-2730.487,485.286,-780.449,4.928,89.067,394.434,1629.3,-108.35,-92.119,-68.154,-199.233,-67.212,49.445,-89.393,1.016,48.356,174.826,0.153,lowest_energy_1500_0001,,,,,,
SCORE:,-1248.41,10.22,0,-2725.903,486.408,-785.287,4.923,89.486,394.169,1634.82,-108.811,-92.166,-69.427,-199.844,-66.7,49.346,-89.434,1.072,48.296,170.271,0.154,lowest_energy_0614_0001,,,,,,
SCORE:,-1248.383,10.359,0,-2733.171,487.014,-779.114,4.958,89.272,394.433,1630.247,-108.185,-92.121,-68.029,-199.309,-67.346,49.74,-89.616,1.074,47.825,173.433,0.153,lowest_energy_0913_0001,,,,,,
SCORE:,-1248.365,10.449,0,-2734.183,487.215,-779.527,4.924,89.233,393.515,1632.33,-107.845,-92.23,-68.291,-199.303,-68.147,49.902,-89.27,1.078,48.846,172.786,0.153,lowest_energy_1513_0001,,,,,,
SCORE:,-1248.327,10.803,0,-2731.564,488.378,-781.673,4.989,89.575,395.782,1625.813,-108.858,-92.03,-66.574,-199.359,-68.22,48.648,-89.45,1.075,48.86,175.323,0.155,lowest_energy_1901_0001,,,,,,
SCORE:,-1248.281,10.578,0,-2730.557,484.472,-781.905,4.931,89.321,395.108,1627.998,-108.056,-91.795,-67.946,-199.421,-67.674,49.455,-89.566,1.06,48.202,177.359,0.153,lowest_energy_0719_0001,,,,,,
SCORE:,-1248.273,10.411,0,-2732.887,486.524,-779.973,4.928,89.337,393.849,1631.51,-107.799,-92.175,-68.216,-199.264,-67.786,49.776,-89.194,1.07,49.302,172.161,0.153,lowest_energy_1510_0001,,,,,,
SCORE:,-1248.222,10.118,0,-2732.072,487.014,-781.621,4.947,89.187,394.958,1633.054,-108.146,-91.955,-68.019,-199.172,-67.514,49.403,-89.542,1.005,47.844,172.136,0.153,lowest_energy_1803_0001,,,,,,
SCORE:,-1248.216,10.261,0,-2735.696,487.78,-779.882,4.944,89.675,394.91,1632.397,-108.573,-92.224,-68.039,-199.385,-67.665,49.299,-89.317,1.033,48.707,173.406,0.153,lowest_energy_1517_0001,,,,,,
SCORE:,-1248.204,10.789,0,-2732.613,487.821,-779.938,4.94,89.239,395.733,1626.23,-108.304,-92.216,-68.099,-199.453,-67.859,49.56,-88.846,1.091,48.848,174.719,0.153,lowest_energy_1501_0001,,,,,,
SCORE:,-1248.192,10.638,0,-2730.968,485.786,-780.934,4.968,89.342,398.574,1624.737,-108.259,-92.192,-68.017,-199.482,-67.106,49.081,-89.348,1.057,48.412,175.366,0.153,lowest_energy_0009_0001,,,,,,
SCORE:,-1248.151,10.396,0,-2735.997,485.972,-780.426,4.956,89.438,398.334,1627.245,-107.967,-92.062,-67.603,-199.346,-66.682,49.27,-89.728,1.037,49.095,175.766,0.153,lowest_energy_1908_0001,,,,,,
SCORE:,-1248.138,10.19,0,-2732.581,489.415,-781.649,4.939,89.971,393.065,1633.511,-108.1,-92.106,-68.305,-199.196,-67.657,49.497,-89.556,1.041,48.454,170.776,0.153,lowest_energy_1514_0001,,,,,,
SCORE:,-1248.089,10.69,0,-2722.195,481.939,-781.395,4.926,89.066,396.257,1623.053,-108.565,-91.614,-67.862,-199.538,-67.394,50.017,-89.79,1.082,47.268,175.811,0.154,lowest_energy_0500_0001,,,,,,
SCORE:,-1248.073,10.543,0,-2731.042,485.961,-781.174,4.963,89.353,397.821,1626.728,-108.493,-92.084,-68.079,-199.516,-67.47,49.129,-89.296,1.079,48.62,174.73,0.154,lowest_energy_1809_0001,,,,,,
SCORE:,-1248.063,10.217,0,-2729.699,485.899,-780.3,4.967,89.152,394.765,1627.058,-108.135,-92.061,-68.099,-199.238,-66.666,49.453,-89.499,1.017,47.482,175.472,0.153,lowest_energy_0900_0001,,,,,,
SCORE:,-1248.01,10.727,0,-2723.669,484.448,-781.892,4.94,89.405,395.565,1626.368,-107.967,-91.683,-67.916,-199.59,-67.824,49.534,-89.711,1.056,47.702,172.341,0.154,lowest_energy_0511_0001,,,,,,
SCORE:,-1247.995,10.3,0,-2733.25,486.671,-781.581,4.929,89.378,394.816,1633.866,-107.92,-92.079,-68.231,-199.231,-67.415,49.57,-89.278,1.056,48.895,171.355,0.153,lowest_energy_1511_0001,,,,,,
